Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
3890,2021-07-03,Skeleton,18.0,mountain,nightly disturbance,N/A,night,bones
8719,2023-02-27,Skeleton,28.0,mountain,arson,pistol,night,cloak
2691,2024-01-12,Ghost,26.0,village,arson,N/A,dusk,cloak
6570,2023-11-22,Werewolf,5.0,village,assault,pistol,dusk,blood
9897,2022-10-28,Werewolf,58.0,mountain,vandalism,brute force,night,bones
682,2021-08-28,Skeleton,5.0,mountain,nightly disturbance,N/A,night,bones
7176,2023-07-11,Witch,61.0,swamp,kidnapping,axe,dawn,potions
6426,2021-10-01,Vampire,25.0,castle,assault,pistol,night,blood
3880,2019-12-01,Vampire,10.0,castle,nightly disturbance,N/A,night,teeth
1835,2020-07-22,Witch,92.0,village,kidnapping,axe,dusk,potions
9584,2020-01-10,Witch,12.0,forest,arson,N/A,dusk,cloak
9936,2022-01-03,Skeleton,47.0,castle,vandalism,brute force,Day,bones
9293,2024-08-26,Vampire,43.0,forest,assault,N/A,dusk,teeth
4700,2023-02-27,Vampire,62.0,castle,nightly disturbance,N/A,night,cloak
8781,2021-08-22,Ghost,31.0,castle,nightly disturbance,knife,night,cloak
2124,2023-12-27,Ghost,40.0,village,vandalism,pistol,dusk,cloak
7787,2023-06-01,Zombie,9.0,swamp,murder,pistol,night,BLOOD
1692,2020-06-21,Ghost,48.0,village,nightly disturbance,pistol,night,cloak
2125,2020-01-24,Ghost,12.0,castle,vandalism,pistol,night,potions
4255,2023-10-10,Vampire,57.0,castle,nightly disturbance,N/A,night,cloak
7029,2021-12-13,Zombie,54.0,swamp,kidnapping,N/A,dawn,potions
1564,2024-04-09,Vampire,15.0,castle,assault,axe,night,teeth
9647,2020-08-22,Werewolf,57.0,forest,nightly disturbance,pistol,night,fur
3358,2020-06-28,Witch,32.0,swamp,theft,N/A,day,potions
9680,2022-07-01,Zombie,84.0,swamp,kidnapping,knife,night,blood
360,2020-02-10,Skeleton,89.0,mountain,vandalism,knife,day,bones
5236,2021-09-26,Ghost,49.0,castle,nightly disturbance,N/A,night,cloak
1476,2021-12-28,Witch,31.0,village,Kidnapping,axe,day,bones
7699,2021-05-07,Witch,88.0,mountain,arson,N/A,day,potions
9478,2020-03-24,Zombie,77.0,mountain,murder,axe,day,potions
3255,2020-02-28,Skeleton,45.0,mountain,arson,knife,day,bones
948,2020-07-14,Witch,4.0,village,arson,knife,dusk,Cloak
5197,2023-02-24,Ghost,76.0,castle,theft,brute force,dusk,cloak
5983,2021-06-16,Skeleton,26.0,mountain,arson,brute force,dusk,bones
7960,2023-11-29,Skeleton,16.0,swamp,assault,knife,day,cloak
1770,2022-02-25,Vampire,97.0,forest,assault,knife,night,teeth
9563,2023-01-29,Werewolf,49.0,forest,assault,N/A,dusk,fur
7671,2022-06-05,Ghost,20.0,mountain,nightly disturbance,pistol,night,cloak
1792,2021-11-02,Werewolf,69.0,forest,assault,brute force,Night,fur
1210,2023-01-06,Vampire,87.0,castle,assault,N/A,night,blood
1899,2020-03-12,Vampire,83.0,castle,assault,knife,night,cloak
2698,2023-08-18,Vampire,5.0,mountain,assault,knife,night,blood
3205,2021-04-07,Skeleton,68.0,mountain,nightly disturbance,pistol,night,bones
2039,2020-05-04,Skeleton,62.0,mountain,assault,axe,dawn,BONES
2028,2020-11-04,Zombie,25.0,forest,assault,N/A,night,fur
8357,2023-12-06,Zombie,62.0,swamp,Kidnapping,knife,dawn,blood
3932,2021-02-08,Werewolf,61.0,mountain,assault,knife,night,bones
10092,2023-11-06,Vampire,58.0,castle,murder,axe,night,blood
3272,2024-07-07,Witch,53.0,swamp,assault,axe,dawn,bones
4469,2021-08-19,Ghost,59.0,castle,vandalism,N/A,night,potions
4791,2023-10-05,Skeleton,84.0,forest,nightly disturbance,axe,night,bones
2102,2021-06-13,Werewolf,68.0,forest,assault,brute force,night,blood
5272,2023-06-20,Skeleton,42.0,castle,vandalism,knife,day,bones
401,2022-11-13,Skeleton,70.0,castle,arson,knife,day,bones
2819,2022-05-08,Zombie,15.0,swamp,assault,pistol,day,blood
8967,2024-07-31,Zombie,80.0,mountain,assault,N/A,dawn,potions
8726,2020-01-16,Vampire,34.0,castle,murder,pistol,night,Teeth
4113,2022-03-14,Werewolf,78.0,village,assault,brute force,night,bones
5633,2024-06-16,Werewolf,50.0,swamp,kidnapping,knife,night,teeth
8455,2021-06-10,Ghost,64.0,village,nightly disturbance,knife,night,potions
9602,2024-05-12,Zombie,81.0,village,assault,N/A,night,blood
5409,2022-12-07,Witch,50.0,forest,assault,brute force,dusk,cloak
7304,2023-05-24,Werewolf,32.0,forest,nightly disturbance,brute force,night,Teeth
9578,2022-03-10,Skeleton,11.0,swamp,nightly disturbance,axe,night,bones
6890,2023-12-23,Werewolf,31.0,forest,assault,brute force,night,teeth
1535,2021-02-06,Ghost,95.0,castle,vandalism,N/A,dawn,cloak
8280,2020-09-13,Vampire,79.0,forest,assault,pistol,night,cloak
1393,2022-12-04,Vampire,98.0,mountain,assault,pistol,night,blood
5732,2024-09-03,Skeleton,2.0,mountain,nightly disturbance,knife,night,bones
1033,2022-04-09,Witch,12.0,forest,kidnapping,knife,night,bones
2615,2021-03-31,Skeleton,41.0,swamp,assault,N/A,day,bones
7113,2023-11-28,Werewolf,94.0,forest,assault,brute force,dusk,fur
5680,2021-11-06,Zombie,99.0,mountain,assault,N/A,dawn,bones
7712,2024-08-13,Ghost,23.0,village,nightly disturbance,knife,night,cloak
5056,2024-04-11,Ghost,20.0,village,vandalism,N/A,night,potions
2889,2021-01-03,Zombie,34.0,swamp,assault,knife,dusk,potions
8339,2024-03-09,Witch,50.0,mountain,kidnapping,knife,night,blood
5831,2023-10-29,Witch,24.0,village,arson,axe,dawn,cloak
5902,2024-08-13,Witch,51.0,village,kidnapping,N/A,night,cloak
8104,2020-09-09,Witch,58.0,swamp,arson,knife,night,bones
5892,2022-08-19,Vampire,92.0,castle,murder,brute force,dusk,blood
1646,2024-01-24,Witch,99.0,swamp,arson,N/A,day,potions
4935,2024-01-31,Ghost,13.0,castle,nightly disturbance,brute force,night,potions
4572,2020-10-02,Vampire,45.0,castle,theft,brute force,dusk,cloak
3560,2021-02-20,Ghost,91.0,village,nightly disturbance,pistol,night,cloak
5964,2023-05-05,Witch,10.0,SWAMP,arson,N/A,dusk,potions
7858,2023-09-01,Zombie,31.0,forest,murder,knife,dusk,bones
3644,2023-08-09,Vampire,41.0,castle,nightly disturbance,knife,night,teeth
9513,2019-11-14,Vampire,58.0,castle,nightly disturbance,brute force,night,blood
5273,2021-08-09,Zombie,85.0,swamp,kidnapping,N/A,dawn,blood
239,2020-02-25,Werewolf,82.0,forest,assault,N/A,night,teeth
7832,2020-11-19,Werewolf,81.0,forest,assault,knife,dusk,blood
3835,2023-06-21,Zombie,13.0,forest,kidnapping,N/A,day,fur
4160,2021-01-26,Vampire,62.0,forest,theft,N/A,dusk,teeth
6383,2024-10-29,Witch,88.0,swamp,arson,knife,dusk,potions
5048,2022-12-11,Werewolf,57.0,forest,vandalism,knife,night,fur
3839,2022-02-06,Witch,95.0,village,arson,axe,dusk,bones
7886,2020-02-08,Zombie,6.0,mountain,assault,knife,night,blood
3938,2023-08-22,Witch,88.0,village,kidnapping,pistol,dusk,potions
5072,2020-04-19,Werewolf,78.0,forest,assault,axe,dawn,fur
1970,2022-02-17,Vampire,2.0,castle,nightly disturbance,axe,night,teeth
6427,2021-06-23,Werewolf,49.0,mountain,assault,N/A,night,fur
478,2023-10-09,Ghost,50.0,village,nightly disturbance,N/A,night,cloak
10045,2021-03-11,Witch,97.0,mountain,arson,brute force,day,cloak
3528,2023-04-11,Vampire,86.0,village,nightly disturbance,N/A,night,blood
6153,2021-12-01,Witch,41.0,swamp,arson,knife,Day,cloak
2701,2020-01-09,Skeleton,68.0,mountain,vandalism,knife,day,bones
9898,2024-08-11,Zombie,40.0,mountain,vandalism,knife,day,potions
2251,2024-04-07,Witch,78.0,swamp,arson,pistol,dawn,fur
1118,2020-11-27,witch,98.0,swamp,arson,pistol,dusk,bones
2215,2023-05-06,Zombie,40.0,swamp,kidnapping,N/A,dusk,bones
827,2021-09-16,Witch,21.0,swamp,arson,pistol,dawn,teeth
5630,2023-12-31,Werewolf,57.0,forest,assault,knife,night,teeth
4569,2021-11-29,Skeleton,22.0,mountain,assault,N/A,day,bones
5853,2023-12-25,Werewolf,9.0,mountain,nightly disturbance,N/A,night,fur
9474,2023-08-02,Skeleton,95.0,castle,arson,knife,day,bones
8870,2022-04-21,Werewolf,35.0,forest,assault,brute force,night,teeth
7532,2024-08-26,Vampire,69.0,castle,assault,brute force,night,blood
2652,2022-03-29,Zombie,69.0,swamp,assault,knife,day,teeth
7165,2023-04-11,Werewolf,67.0,forest,assault,knife,night,blood
9486,2022-04-11,Zombie,83.0,mountain,assault,knife,night,blood
10014,2024-07-06,Vampire,99.0,castle,nightly disturbance,brute force,night,teeth
9210,2022-11-28,zombie,7.0,mountain,assault,knife,dawn,potions
897,2022-01-13,Ghost,8.0,castle,nightly disturbance,knife,night,potions
2465,2022-08-23,Vampire,45.0,village,assault,pistol,dawn,cloak
6117,2021-04-22,Witch,83.0,forest,kidnapping,pistol,dawn,cloak
7135,2023-04-28,Vampire,5.0,castle,assault,pistol,dawn,teeth
826,2021-05-08,Zombie,19.0,mountain,murder,N/A,day,teeth
9024,2021-08-23,ghost,62.0,village,vandalism,N/A,dawn,potions
3449,2021-04-03,Vampire,96.0,village,assault,pistol,dawn,teeth
6418,2021-12-25,Zombie,50.0,swamp,assault,N/A,dawn,teeth
2369,2024-10-12,Skeleton,16.0,mountain,vandalism,knife,dusk,cloak
9120,2020-10-22,Werewolf,88.0,mountain,assault,axe,dusk,teeth
3201,2020-04-08,Zombie,59.0,swamp,assault,axe,dusk,bones
1829,2024-04-01,Vampire,30.0,village,assault,N/A,night,cloak
8112,2020-05-14,Skeleton,59.0,castle,nightly disturbance,pistol,night,bones
1279,2023-10-02,Skeleton,55.0,castle,arson,axe,day,bones
5135,2024-04-18,Vampire,39.0,castle,assault,knife,night,teeth
9772,2020-07-01,Skeleton,77.0,mountain,assault,axe,dawn,bones
5895,2023-08-24,Zombie,38.0,swamp,kidnapping,knife,night,potions
5246,2023-02-12,Witch,16.0,village,kidnapping,N/A,day,cloak
4495,2023-09-21,Zombie,5.0,mountain,kidnapping,N/A,night,potions
4992,2020-03-30,Ghost,62.0,village,nightly disturbance,knife,night,potions
4086,2022-11-29,Witch,5.0,swamp,arson,N/A,dusk,bones
6569,2024-03-06,Vampire,91.0,castle,assault,knife,night,teeth
3741,2020-10-08,Werewolf,15.0,village,kidnapping,brute force,Night,fur
1047,2024-01-13,Vampire,61.0,castle,assault,brute force,dawn,teeth
9348,2024-03-29,Werewolf,90.0,forest,assault,pistol,dusk,fur
5649,2022-09-21,Skeleton,49.0,mountain,VANDALISM,knife,dusk,bones
1242,2024-08-24,Vampire,41.0,castle,assault,knife,night,cloak
10100,2021-10-11,Zombie,77.0,swamp,kidnapping,knife,dawn,bones
6881,2021-08-07,Ghost,27.0,village,arson,axe,dusk,potions
5191,2021-10-25,Vampire,35.0,castle,assault,pistol,dusk,cloak
53,2021-12-16,Werewolf,64.0,forest,assault,axe,night,fur
9158,2024-09-04,Skeleton,55.0,Mountain,assault,N/A,day,bones
8481,2023-09-30,Vampire,18.0,castle,assault,N/A,night,blood
162,2022-09-07,Werewolf,83.0,forest,nightly disturbance,knife,night,teeth
7625,2024-05-22,Zombie,11.0,mountain,vandalism,brute force,dawn,bones
1603,2021-07-09,Ghost,70.0,village,nightly disturbance,brute force,night,potions
1605,2021-12-25,Zombie,88.0,mountain,murder,N/A,dusk,potions
9939,2022-11-10,Werewolf,40.0,forest,vandalism,knife,night,blood
9420,2023-11-08,Zombie,86.0,swamp,kidnapping,knife,day,blood
7000,2020-01-25,Skeleton,71.0,castle,assault,pistol,night,bones
6662,2021-08-17,Werewolf,41.0,mountain,assault,knife,night,fur
6236,2021-03-22,Ghost,69.0,village,nightly disturbance,axe,night,potions
8178,2020-05-15,Werewolf,52.0,village,assault,knife,dusk,blood
3897,2022-01-03,ghost,86.0,village,vandalism,axe,dusk,cloak
9912,2023-07-14,Vampire,1.0,castle,assault,brute force,night,cloak
6760,2020-03-26,Ghost,99.0,castle,vandalism,knife,dusk,potions
2860,2021-07-11,Witch,81.0,village,kidnapping,axe,dusk,potions
443,2023-11-04,Zombie,47.0,mountain,murder,N/A,day,blood
8359,2022-04-29,Werewolf,38.0,mountain,assault,axe,dusk,potions
8250,2020-01-08,Skeleton,94.0,mountain,vandalism,brute force,day,bones
3917,2020-04-02,Zombie,63.0,mountain,assault,pistol,night,fur
1604,2020-12-10,Vampire,44.0,village,nightly disturbance,N/A,night,teeth
2811,2022-02-14,Zombie,7.0,mountain,vandalism,brute force,day,bones
9071,2022-10-31,Ghost,25.0,mountain,nightly disturbance,N/A,night,potions
8648,2023-04-15,Werewolf,17.0,mountain,assault,N/A,night,potions
5746,2023-03-28,Vampire,66.0,castle,assault,pistol,night,cloak
4006,2020-10-11,Ghost,59.0,castle,vandalism,knife,night,potions
4774,2020-04-23,Witch,85.0,mountain,arson,pistol,day,cloak
983,2023-05-06,Vampire,2.0,castle,assault,brute force,night,teeth
1252,2023-07-15,Witch,80.0,forest,arson,N/A,dusk,potions
2983,2023-03-06,Zombie,97.0,swamp,kidnapping,N/A,dawn,blood
2370,2022-10-12,Werewolf,28.0,forest,vandalism,axe,night,fur
6586,2022-12-12,Skeleton,95.0,castle,vandalism,brute force,day,cloak
7381,2022-12-18,Skeleton,56.0,mountain,nightly disturbance,knife,night,bones
6107,2022-09-11,Werewolf,21.0,mountain,Vandalism,axe,night,fur
2183,2024-05-25,Ghost,1.0,castle,theft,brute force,dawn,potions
9380,2024-02-25,Ghost,68.0,village,nightly disturbance,pistol,night,potions
6655,2023-06-06,Skeleton,12.0,castle,arson,knife,night,bones
1513,2024-08-08,Vampire,74.0,village,theft,brute force,night,teeth
4591,2023-02-26,Vampire,83.0,castle,assault,knife,night,blood
6531,2024-04-17,Skeleton,57.0,castle,vandalism,brute force,dusk,bones
4300,2020-06-27,Skeleton,3.0,forest,arson,brute force,dawn,cloak
2450,2022-05-07,Skeleton,54.0,mountain,assault,brute force,night,bones
8651,2023-01-03,Witch,69.0,swamp,arson,knife,dusk,bones
5237,2023-11-06,Werewolf,89.0,mountain,assault,N/A,night,teeth
5706,2024-07-10,Werewolf,33.0,village,assault,knife,night,fur
362,2022-11-10,Ghost,33.0,village,nightly disturbance,N/A,night,potions
5295,2019-11-02,Werewolf,14.0,forest,vandalism,axe,night,fur
8088,2024-03-06,vampire,81.0,village,assault,brute force,night,blood
9332,2023-04-23,Witch,26.0,village,arson,knife,day,Cloak
2116,2022-12-17,Skeleton,24.0,mountain,vandalism,axe,day,bones
5466,2020-01-29,Vampire,81.0,mountain,assault,knife,night,blood
2038,2019-12-31,Skeleton,23.0,mountain,nightly disturbance,N/A,night,cloak
9150,2023-08-15,Werewolf,58.0,mountain,assault,axe,night,blood
4085,2024-02-18,Ghost,49.0,castle,nightly disturbance,N/A,night,cloak
190,2024-10-15,Zombie,27.0,swamp,kidnapping,pistol,dusk,potions
6928,2020-04-01,Skeleton,11.0,mountain,assault,knife,day,bones
3692,2022-08-13,Vampire,87.0,forest,nightly disturbance,knife,night,blood
3461,2022-11-11,Witch,62.0,village,arson,N/A,day,potions
7265,2020-10-30,Skeleton,1.0,mountain,vandalism,brute force,dawn,cloak
1396,2021-02-01,Zombie,8.0,mountain,kidnapping,N/A,night,blood
7541,2021-08-06,Witch,23.0,mountain,arson,pistol,dusk,cloak
420,2020-03-17,Ghost,79.0,forest,nightly disturbance,knife,night,cloak
5085,2020-05-05,Vampire,82.0,castle,assault,N/A,dawn,blood
4944,2022-10-19,Ghost,72.0,village,vandalism,pistol,night,cloak
3371,2023-05-30,Zombie,12.0,swamp,kidnapping,knife,day,blood
3643,2021-12-10,Witch,73.0,mountain,arson,axe,dawn,bones
3209,2020-12-16,Ghost,69.0,village,nightly disturbance,axe,night,cloak
2268,2024-07-09,Zombie,23.0,swamp,assault,axe,night,teeth
9805,2020-03-29,Zombie,78.0,mountain,assault,brute force,day,teeth
7873,2020-06-12,Zombie,51.0,swamp,kidnapping,brute force,dawn,potions
261,2023-03-25,Vampire,70.0,village,assault,pistol,night,cloak
8708,2020-01-23,Werewolf,80.0,mountain,assault,N/A,dusk,potions
204,2024-09-26,Zombie,49.0,swamp,assault,knife,day,bones
2262,2022-08-21,Witch,41.0,swamp,arson,N/A,dawn,Bones
4790,2020-08-06,Witch,64.0,swamp,arson,N/A,night,fur
1787,2020-05-20,Ghost,84.0,village,theft,knife,night,cloak
4278,2022-01-02,Werewolf,96.0,forest,assault,knife,night,fur
6798,2023-06-17,Skeleton,63.0,castle,arson,knife,day,cloak
8537,2021-03-19,Skeleton,48.0,mountain,assault,brute force,day,bones
7348,2022-09-09,Ghost,39.0,mountain,theft,knife,night,potions
1588,2021-06-10,Skeleton,48.0,forest,assault,brute force,day,bones
25,2019-12-23,Zombie,13.0,swamp,kidnapping,brute force,night,teeth
3398,2023-03-03,Werewolf,62.0,forest,assault,axe,night,fur
1100,2021-11-23,Skeleton,63.0,mountain,vandalism,N/A,dusk,bones
4721,2019-12-03,Vampire,48.0,castle,theft,axe,dawn,cloak
2724,2021-11-19,Vampire,60.0,castle,assault,brute force,night,teeth
7656,2024-03-15,Vampire,87.0,castle,assault,pistol,dusk,blood
3433,2020-02-20,Ghost,41.0,mountain,nightly disturbance,N/A,night,potions
3596,2021-12-18,Skeleton,59.0,mountain,vandalism,knife,day,bones
9248,2022-04-30,Witch,56.0,village,kidnapping,N/A,dusk,potions
2873,2023-11-13,Zombie,63.0,mountain,assault,knife,night,potions
2339,2023-09-02,Skeleton,12.0,castle,nightly disturbance,N/A,night,bones
8418,2020-11-23,Zombie,47.0,mountain,kidnapping,knife,day,teeth
3269,2024-07-10,Witch,13.0,village,kidnapping,N/A,night,potions
4194,2024-03-23,Witch,30.0,forest,arson,N/A,night,cloak
1324,2020-05-03,Vampire,42.0,castle,assault,brute force,night,blood
703,2021-06-08,Skeleton,44.0,mountain,nightly disturbance,N/A,Night,bones
9957,2021-01-05,Witch,23.0,swamp,theft,knife,dawn,potions
3791,2019-11-23,Vampire,2.0,castle,assault,N/A,night,teeth
6403,2023-09-15,Zombie,25.0,mountain,kidnapping,N/A,night,potions
1241,2023-10-08,Skeleton,65.0,mountain,assault,N/A,dusk,bones
2022,2023-10-08,Ghost,56.0,village,nightly disturbance,knife,night,potions
281,2020-03-09,Skeleton,94.0,mountain,arson,N/A,dawn,bones
8259,2021-07-06,Vampire,85.0,village,assault,N/A,night,teeth
7740,2021-04-19,Ghost,7.0,castle,theft,pistol,dusk,cloak
5989,2021-09-20,Vampire,11.0,castle,assault,N/A,Night,cloak
2985,2024-07-21,Zombie,5.0,swamp,murder,knife,dusk,blood
3674,2023-10-10,Witch,8.0,village,kidnapping,knife,night,potions
3946,2024-04-20,Werewolf,9.0,forest,assault,N/A,day,potions
4825,2022-08-11,Ghost,36.0,castle,nightly disturbance,N/A,night,potions
5905,2020-12-13,Werewolf,67.0,forest,vandalism,pistol,dusk,fur
9795,2024-02-21,Ghost,94.0,castle,vandalism,knife,night,potions
4158,2020-05-18,Vampire,21.0,castle,nightly disturbance,N/A,night,cloak
7101,2020-02-21,vampire,32.0,castle,nightly disturbance,axe,night,cloak
1149,2021-05-13,Witch,64.0,village,theft,N/A,day,potions
2798,2020-07-21,Witch,46.0,mountain,kidnapping,N/A,day,bones
2362,2024-03-31,Werewolf,76.0,forest,nightly disturbance,knife,night,POTIONS
7782,2023-05-24,Vampire,64.0,village,Assault,axe,night,blood
951,2020-06-20,Witch,73.0,forest,kidnapping,knife,night,bones
7738,2020-04-17,Ghost,2.0,castle,nightly disturbance,knife,night,cloak
2518,2022-05-23,Zombie,79.0,forest,murder,knife,dusk,teeth
9776,2020-07-22,Skeleton,31.0,mountain,assault,pistol,day,bones
6354,2023-11-06,Witch,87.0,forest,arson,N/A,night,potions
4982,2024-04-26,Vampire,55.0,castle,assault,brute force,dawn,cloak
3975,2022-05-06,Zombie,73.0,swamp,kidnapping,pistol,dusk,potions
7027,2021-12-09,Werewolf,80.0,mountain,nightly disturbance,brute force,night,teeth
2412,2020-11-30,Witch,78.0,swamp,arson,knife,dusk,bones
116,2023-06-01,Werewolf,58.0,mountain,assault,knife,night,fur
1884,2020-03-02,Skeleton,52.0,castle,assault,brute force,dusk,bones
10077,2020-07-15,Witch,46.0,village,arson,knife,dusk,Bones
3153,2023-08-14,Vampire,10.0,village,assault,knife,night,cloak
4301,2021-03-01,vampire,81.0,forest,murder,N/A,dusk,cloak
6774,2022-01-16,Skeleton,85.0,castle,nightly disturbance,axe,night,bones
911,2021-12-14,Ghost,76.0,village,vandalism,knife,night,cloak
2851,2024-07-27,Vampire,51.0,castle,assault,brute force,night,blood
3861,2021-02-11,Zombie,93.0,village,kidnapping,axe,dusk,bones
8243,2021-04-02,Witch,71.0,swamp,assault,brute force,night,cloak
6960,2020-07-30,Zombie,32.0,village,kidnapping,N/A,dusk,bones
9181,2024-01-30,Werewolf,30.0,forest,assault,N/A,day,fur
4746,2020-09-06,Witch,3.0,swamp,kidnapping,pistol,dawn,teeth
9008,2022-12-20,Witch,83.0,village,arson,N/A,day,bones
3841,2021-12-10,Werewolf,55.0,mountain,kidnapping,brute force,night,teeth
6130,2021-07-31,Zombie,73.0,forest,assault,pistol,dusk,bones
5870,2022-03-09,Zombie,5.0,forest,murder,N/A,day,bones
3573,2024-09-27,Ghost,65.0,castle,nightly disturbance,knife,night,cloak
3864,2023-09-16,Zombie,56.0,swamp,murder,knife,dusk,bones
8730,2022-05-22,Witch,77.0,village,kidnapping,knife,night,blood
8695,2022-04-16,Witch,44.0,mountain,arson,pistol,dusk,cloak
4857,2020-10-30,Werewolf,11.0,mountain,assault,N/A,night,fur
1968,2023-08-02,Zombie,20.0,mountain,vandalism,axe,dusk,fur
8687,2021-01-27,Ghost,49.0,castle,arson,pistol,dawn,cloak
7207,2023-01-21,Zombie,19.0,swamp,kidnapping,brute force,day,bones
5389,2021-09-21,Ghost,77.0,castle,vandalism,N/A,night,cloak
3524,2020-01-03,Werewolf,49.0,forest,assault,pistol,dusk,fur
1626,2024-03-10,Werewolf,12.0,forest,assault,brute force,night,blood
7534,2024-03-06,Ghost,37.0,castle,vandalism,brute force,night,cloak
8560,2021-12-30,Witch,59.0,village,arson,pistol,day,cloak
4724,2019-11-27,Witch,62.0,swamp,arson,knife,night,cloak
5006,2020-07-03,Vampire,13.0,castle,assault,N/A,night,blood
5927,2020-12-31,Vampire,40.0,castle,theft,brute force,night,blood
8853,2022-05-26,werewolf,54.0,forest,kidnapping,brute force,night,fur
4808,2021-05-02,Zombie,27.0,village,KIDNAPPING,brute force,night,fur
2221,2022-04-22,vampire,13.0,castle,assault,axe,night,cloak
8080,2021-12-14,Ghost,99.0,village,nightly disturbance,pistol,night,cloak
5761,2021-07-09,Werewolf,74.0,mountain,kidnapping,axe,night,teeth
